"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","URL Encoded Address","Crawl Timestamp"
"https://squeegeedetail.com/engine-cleaning-portland","text/html;charset=utf-8","200","OK","","","Portland's Top Engine Bay Cleaning — Squeegee","45","428","Transform the look of your engine bay with our expert detailing services in 
Portland. Contact us today to schedule your appointment","133","813","","","Engine Cleaning in Portland","27","1","1","","","","","","https://squeegeedetail.com/engine-cleaning-portland","","","","","","","","","","","","","","","","","1","0","","197","65","0","97.010","89","30","0","8","7","0","","","","","","","","","","","en-US","1.1","","https://squeegeedetail.com/engine-cleaning-portland","2025-05-30 15:58:13"
"https://squeegeedetail.com/paint-overspray-portland","text/html;charset=utf-8","200","OK","","","Portland Car Overspray Removal — Squeegee","41","405","Remove rough texture and visible paint specs from your vehicle with our 
expert overspray removal services in Portland","119","726","","","Portland Overspray Removal","26","1","1","","","","","","https://squeegeedetail.com/paint-overspray-portland","","","","","","","","","","","","","","","","","1","0","","196","65","0","97.010","86","31","0","9","8","0","","","","","","","","","","","en-US","1.1","","https://squeegeedetail.com/paint-overspray-portland","2025-05-30 15:58:14"
"https://squeegeedetail.com/car-detailing-tigard","text/html;charset=utf-8","200","OK","","","Auto Detail Tigard — Squeegee","29","276","""Squeegee Mobile Detailing is an experienced and trusted mobile detailer 
serving Portland, OR metro area. We specialize in RV cleaning, boat 
detailing, auto detailing, and truck detailing.""","193","1133","","","Auto Detailing Tigard","21","","0","","","","","","https://squeegeedetail.com/car-detailing-tigard","","","","","","","","","","","","","","","","","1","0","","75","65","0","97.010","91","34","0","9","8","0","","","","","","","","","","","en-US","1.1","","https://squeegeedetail.com/car-detailing-tigard","2025-05-30 15:58:14"
"https://squeegeedetail.com/term-of-service","text/html;charset=utf-8","200","OK","","","Term of Service — Squeegee","26","257","","0","0","","","Website Terms of Service","24","","0","","","","","","https://squeegeedetail.com/term-of-service","","","","","","","","","","","","","","","","","1","0","","66","65","0","97.010","81","29","0","6","6","0","","","","","","","","","","","en-US","1.1","","https://squeegeedetail.com/term-of-service","2025-05-30 15:58:15"
"https://squeegeedetail.com/s/pc.png","image/avif","302","Found","","","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","","","","","","","","","","","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","https://static1.squarespace.com/static/632cad1bcd38e003eb2d978e/t/66aba216c83c9a78d05c5756/1722524185395/pc.png","HTTP Redirect","","","1.1","","https://squeegeedetail.com/s/pc.png","2025-05-30 15:58:15"
"https://squeegeedetail.com/smoke-odor-removal-portland","text/html;charset=utf-8","200","OK","","","Car Odor Removal Expert in Portland — Squeegee","46","441","Eliminate smoke odor from your car interior with the help of our premier 
interior car specialists in Portland.","112","652","","","Odor Treatment Portland","23","Squeegee's Smoke Odor Removal Process","37","","","","","","https://squeegeedetail.com/smoke-odor-removal-portland","","","","","","","","","","","","","","","","","1","0","","262","65","0","97.010","82","30","0","9","8","0","","","","","","","","","","","en-US","1.1","","https://squeegeedetail.com/smoke-odor-removal-portland","2025-05-30 15:58:14"
"https://squeegeedetail.com/ceramic-coating","","301","Moved Permanently","","","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","","","","","","","","","","","1","0","","9","7","0","10.450","0","0","0","0","0","0","","","","","","","","http://squeegeedetail.com/ceramic-coating-portland","HTTP Redirect","","","1.1","","https://squeegeedetail.com/ceramic-coating","2025-05-30 15:58:15"
"https://squeegeedetail.com/services","","302","Found","","","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","","","","","","","","","","","1","0","","195","65","0","97.010","0","0","0","0","0","0","","","","","","","","https://squeegeedetail.com/full-exterior-detailing-portland","HTTP Redirect","","","1.1","","https://squeegeedetail.com/services","2025-05-30 15:58:15"
"https://squeegeedetail.com/our-team","text/html;charset=utf-8","200","OK","","","Our team — Squeegee","19","199","","0","0","","","Follow our journey","18","","0","","","","","","https://squeegeedetail.com/our-team","","","","","","","","","","","","","","","","","1","0","","196","65","0","97.010","81","29","0","9","9","0","","","","","","","","","","","en-US","1.1","","https://squeegeedetail.com/our-team","2025-05-30 15:58:15"
"https://squeegeedetail.com/car-detailing-vancouver","text/html;charset=utf-8","200","OK","","","Top Rated Car Detailing in Vancouver — Squeegee","47","447","Experience the Best Car Detailing in Vancouver, WA with Squeegee Mobile 
Detail. From full car detailing to exterior cleaning, engine bay cleaning, 
and more. Get personalized, high-quality care for your car. Call Us Now! 
971-895-2003","238","1415","","","Mobile Detailing Vancouver","26","","0","","","","","","https://squeegeedetail.com/car-detailing-vancouver","","","","","","","","","","","","","","","","","1","0","","69","65","0","97.010","83","29","0","8","7","0","","","","","","","","","","","en-US","1.1","","https://squeegeedetail.com/car-detailing-vancouver","2025-05-30 15:58:16"
"https://squeegeedetail.com/paint-overspray","text/html;charset=utf-8","404","Not Found","","","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","","","","","","","","","","","1","0","","4","4","0","5.970","0","0","0","0","0","0","","","","","","","","","","","","1.1","","https://squeegeedetail.com/paint-overspray","2025-05-30 15:58:16"
"https://squeegeedetail.com/car-detailing-hillsboro","text/html;charset=utf-8","200","OK","","","Auto Detail Hillsboro — Squeegee","32","298","We offer mobile detailing in Portland and Hillsboro, OR. Our car wash 
experts have the tools and experience to handle every situation.","136","817","","","Auto Detailing Hillsboro","24","","0","","","","","","https://squeegeedetail.com/car-detailing-hillsboro","","","","","","","","","","","","","","","","","1","0","","76","65","0","97.010","91","31","0","8","7","0","","","","","","","","","","","en-US","1.1","","https://squeegeedetail.com/car-detailing-hillsboro","2025-05-30 15:58:17"
"https://squeegeedetail.com/gallery","text/html;charset=utf-8","200","OK","","","Auto detailing Portland Gallery | Squeegee — Squeegee","53","491","Transformations that amaze! Explore our stunning before and after car 
detailing works in our gallery. Witness the artistry of Squeegee Detail. 
Get inspired today!","166","987","","","OUR GALLERY","11","","0","","","","","","https://squeegeedetail.com/gallery","","","","","","","","","","","","","","","","","1","0","","261","65","0","97.010","81","29","0","12","12","0","","","","","","","","","","","en-US","1.1","","https://squeegeedetail.com/gallery","2025-05-30 15:58:17"
"https://squeegeedetail.com/car-detailing-beaverton","text/html;charset=utf-8","200","OK","","","Auto Detail Beaverton — Squeegee","32","310","No need to wait in line or traffic . wash your car where you are. Give us a 
call at 971-895-2003 for a free quote.","116","676","","","Auto Detailing Beaverton","24","","0","","","","","","https://squeegeedetail.com/car-detailing-beaverton","","","","","","","","","","","","","","","","","1","0","","76","65","0","97.010","93","32","0","10","9","0","","","","","","","","","","","en-US","1.1","","https://squeegeedetail.com/car-detailing-beaverton","2025-05-30 15:58:17"
"https://squeegeedetail.com/contact-us","text/html;charset=utf-8","200","OK","","","Contact Squeegee Mobile Car Detailing — Squeegee","48","464","Get in touch with Squeegee Mobile Detailing today for a sparkling 
conversation about your car's needs. Contact us now!","120","736","","","Get in touch.","13","","0","","","","","","https://squeegeedetail.com/contact-us","","","","","","","","","","","","","","","","","1","0","","274","65","0","97.010","81","29","0","7","7","0","","","","","","","","","","","en-US","1.1","","https://squeegeedetail.com/contact-us","2025-05-30 15:58:17"
"https://squeegeedetail.com/s/detail.png","image/avif","302","Found","","","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","","","","","","","","","","","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","https://static1.squarespace.com/static/632cad1bcd38e003eb2d978e/t/66aba1d57dbb3b4264c77579/1722524118980/detail.png","HTTP Redirect","","","1.1","","https://squeegeedetail.com/s/detail.png","2025-05-30 15:58:18"
"https://squeegeedetail.com/car-detailing-lake-oswego","text/html;charset=utf-8","200","OK","","","Auto Detail Lake Oswego — Squeegee","34","339","Get the best hand car wash in Lake Oswego. We offer a wide variety of 
cleaning services for cars, trucks, and SUVs by SQUEEGEE professionals.","143","885","","","Mobile Detailing Lake Oswego","28","","0","","","","","","https://squeegeedetail.com/car-detailing-lake-oswego","","","","","","","","","","","","","","","","","1","0","","75","65","0","97.010","97","33","0","9","8","0","","","","","","","","","","","en-US","1.1","","https://squeegeedetail.com/car-detailing-lake-oswego","2025-05-30 15:58:18"
"https://squeegeedetail.com/https://squeegeedetail.com/car-detailing-portland","","301","Moved Permanently","","","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","","","","","","","","","","","1","2","","3","3","0","4.480","0","0","0","0","0","0","","","","","","","","http://squeegeedetail.com/car-detailing-portland","HTTP Redirect","","","1.1","","https://squeegeedetail.com/https://squeegeedetail.com/car-detailing-portland","2025-05-30 15:58:19"
"https://squeegeedetail.com/full-exterior-detailing","","301","Moved Permanently","","","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","","","","","","","","","","","1","0","","12","10","0","14.930","0","0","0","0","0","0","","","","","","","","http://squeegeedetail.com/full-exterior-detailing-portland","HTTP Redirect","","","1.1","","https://squeegeedetail.com/full-exterior-detailing","2025-05-30 15:58:19"
"https://squeegeedetail.com/headlight-restoration","","301","Moved Permanently","","","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","","","","","","","","","","","1","0","","7","7","0","10.450","0","0","0","0","0","0","","","","","","","","http://squeegeedetail.com/headlight-restoration-portland","HTTP Redirect","","","1.1","","https://squeegeedetail.com/headlight-restoration","2025-05-30 15:58:20"
"https://squeegeedetail.com/s/sc-bottle.png","image/avif","302","Found","","","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","","","","","","","","","","","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","https://static1.squarespace.com/static/632cad1bcd38e003eb2d978e/t/66aba21f7acae412ca393f3b/1722524194669/sc-bottle.png","HTTP Redirect","","","1.1","","https://squeegeedetail.com/s/sc-bottle.png","2025-05-30 15:58:21"
"https://squeegeedetail.com/ceramic-coating-portland","text/html;charset=utf-8","200","OK","","","Squeegee: Best ceramic coating services in Portland   — Squeegee","64","583","Keep your car looking like new, no matter the weather, with our expert 
ceramic coating services. Book an Appointment Today!","125","771","","","Bronze Package","14","Silver Package","14","","","","","","https://squeegeedetail.com/ceramic-coating-portland","","","","","","","","","","","","","","","","","1","0","","467","65","0","97.010","88","31","0","9","9","0","","","","","","","","","","","en-US","1.1","","https://squeegeedetail.com/ceramic-coating-portland","2025-05-30 15:58:20"
"https://squeegeedetail.com/paint-correction-level-1","text/html;charset=utf-8","200","OK","","","Portland's Premier Paint Correction — Squeegee","46","431","Looking for professional paint correction services for your vehicle? Look 
no further than Squeegee! Our experienced technicians use top-of-the-line 
equipment and techniques to restore your car's paint to its original glory.","227","1348","","","Paint Correction Portland Level 1","33","1","1","","","","","","https://squeegeedetail.com/paint-correction-level-1","","","","","","","","","","","","","","","","","1","0","","273","65","0","97.010","85","30","0","10","9","0","","","","","","","","","","","en-US","1.1","","https://squeegeedetail.com/paint-correction-level-1","2025-05-30 15:58:21"
"https://squeegeedetail.com/car-detailing-bethany","text/html;charset=utf-8","200","OK","","","Auto Detail Bethany — Squeegee","30","291","Are you looking for an auto detailing shop in Portland? We have over 30+ 
reviews! We also provide auto detailing to Lake Oswego, Oregon and Bethany.","150","930","","","Automobile Detailing Bethany","28","","0","","","","","","https://squeegeedetail.com/car-detailing-bethany","","","","","","","","","","","","","","","","","1","0","","73","65","0","97.010","97","32","0","10","9","0","","","","","","","","","","","en-US","1.1","","https://squeegeedetail.com/car-detailing-bethany","2025-05-30 15:58:21"
"https://squeegeedetail.com/headlight-restoration-portland","text/html;charset=utf-8","200","OK","","","Headlight Restoration in Portland, OR — Squeegee","48","446","Don't let foggy or hazy headlights hold you back from safe nighttime 
driving in Portland. Our professional headlight restoration services can 
get your headlights looking like new again.","189","1122","","","Headlight Restoration Services","30","1","1","","","","","","https://squeegeedetail.com/headlight-restoration-portland","","","","","","","","","","","","","","","","","1","0","","261","65","0","97.010","84","31","0","8","7","0","","","","","","","","","","","en-US","1.1","","https://squeegeedetail.com/headlight-restoration-portland","2025-05-30 15:58:21"
"https://squeegeedetail.com/service-agreement","text/html;charset=utf-8","200","OK","","","Service Agrement — Squeegee","27","275","","0","0","","","Thank you for choosing Squeegee.","32","","0","","","","","","https://squeegeedetail.com/service-agreement","","","","","","","","","","","","","","","","","1","0","","66","65","0","97.010","81","29","0","6","6","0","","","","","","","","","","","en-US","1.1","","https://squeegeedetail.com/service-agreement","2025-05-30 15:58:21"
"https://squeegeedetail.com/gift-card","text/html;charset=utf-8","200","OK","","","Car Detailing Service Portland | Auto Detailing Portland — Squeegee","67","604","Looking for the perfect gift for a friend or loved one who deserves a 
little luxury? Look no further than our car detailing services at Squeegee 
Car Detailing!","163","942","","","Shop eGift Cards.","17","","0","","","","","","https://squeegeedetail.com/gift-card","","","","","","","","","","","","","","","","","1","0","","262","65","0","97.010","81","29","0","6","6","0","","","","","","","","","","","en-US","1.1","","https://squeegeedetail.com/gift-card","2025-05-30 15:58:21"
"https://squeegeedetail.com/paint-correction-service-level-2","text/html;charset=utf-8","200","OK","","","Best Paint Correction in Portland — Squeegee","44","407","Looking to take your vehicle's paintwork to the next level? Our expert 
technicians can help!","94","554","","","Car Paint Correction (Level 2)","30","1","1","","","","","","https://squeegeedetail.com/paint-correction-service-level-2","","","","","","","","","","","","","","","","","2","0","","5","3","0","4.480","96","33","0","6","6","0","","","","","","","","","","","en-US","1.1","","https://squeegeedetail.com/paint-correction-service-level-2","2025-05-30 15:58:22"
"https://squeegeedetail.com/s/13-1.png","text/html","302","Found","","","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","","","","","","","","","","","2","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","https://static1.squarespace.com/static/632cad1bcd38e003eb2d978e/t/65c65457e92f341e15a4ec4e/1707496540581/13+(1).png","HTTP Redirect","","","1.1","","https://squeegeedetail.com/s/13-1.png","2025-05-30 15:58:22"
"https://squeegeedetail.com/s/10-1.png","text/html","302","Found","","","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","","","","","","","","","","","2","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","https://static1.squarespace.com/static/632cad1bcd38e003eb2d978e/t/65c6545b10a9fb6865519d8e/1707496541687/10+(1).png","HTTP Redirect","","","1.1","","https://squeegeedetail.com/s/10-1.png","2025-05-30 15:58:22"
"https://squeegeedetail.com/s/12.png","text/html","302","Found","","","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","","","","","","","","","","","2","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","https://static1.squarespace.com/static/632cad1bcd38e003eb2d978e/t/65c653c45d99240a7eb91bda/1707496391565/12.png","HTTP Redirect","","","1.1","","https://squeegeedetail.com/s/12.png","2025-05-30 15:58:23"
"https://squeegeedetail.com/s/11.png","text/html","302","Found","","","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","","","","","","","","","","","2","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","https://static1.squarespace.com/static/632cad1bcd38e003eb2d978e/t/65c653c0faea4918cb3dd798/1707496386316/11.png","HTTP Redirect","","","1.1","","https://squeegeedetail.com/s/11.png","2025-05-30 15:58:23"
"http://squeegeedetail.com/headlight-restoration-portland","","307","HSTS Policy","","","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","","","","","","","","","","","2","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","https://squeegeedetail.com/headlight-restoration-portland","HSTS Redirect","","","None","","http://squeegeedetail.com/headlight-restoration-portland","2025-05-30 15:58:23"
"http://squeegeedetail.com/full-exterior-detailing-portland","","307","HSTS Policy","","","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","","","","","","","","","","","2","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","https://squeegeedetail.com/full-exterior-detailing-portland","HSTS Redirect","","","None","","http://squeegeedetail.com/full-exterior-detailing-portland","2025-05-30 15:58:23"
"http://squeegeedetail.com/car-detailing-portland","","307","HSTS Policy","","","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","","","","","","","","","","","2","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","https://squeegeedetail.com/car-detailing-portland","HSTS Redirect","","","None","","http://squeegeedetail.com/car-detailing-portland","2025-05-30 15:58:23"
"http://squeegeedetail.com/ceramic-coating-portland","","307","HSTS Policy","","","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","","","","","","","","","","","2","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","https://squeegeedetail.com/ceramic-coating-portland","HSTS Redirect","","","None","","http://squeegeedetail.com/ceramic-coating-portland","2025-05-30 15:58:29"
"http://squeegeedetail.com/premium-car-wash-portland","","307","HSTS Policy","","","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","","","","","","","","","","","2","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","https://squeegeedetail.com/premium-car-wash-portland","HSTS Redirect","","","None","","http://squeegeedetail.com/premium-car-wash-portland","2025-05-30 15:58:30"
"http://squeegeedetail.com/engine-cleaning-portland","","307","HSTS Policy","","","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","","","","","","","","","","","2","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","https://squeegeedetail.com/engine-cleaning-portland","HSTS Redirect","","","None","","http://squeegeedetail.com/engine-cleaning-portland","2025-05-30 15:58:30"
"https://squeegeedetail.com/s/spray.png","text/html","302","Found","","","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","","","","","","","","","","","2","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","https://static1.squarespace.com/static/632cad1bcd38e003eb2d978e/t/673be1057fb6165302308da7/1731977477705/spray.png","HTTP Redirect","","","1.1","","https://squeegeedetail.com/s/spray.png","2025-05-30 15:58:30"
"https://squeegeedetail.com/squeegee-car-detailing-blogs/dish-soap-dilemma-is-washing-your-car-with-dishsoap-a-good-idea","text/html;charset=utf-8","200","OK","","","Dish Soap Dilemma |Car Detailing Portland  — Squeegee","53","496","Discover the truth about washing your car with dish soap. Our blog explores 
the pros and cons, revealing whether it's a good idea or not. Learn how 
dish soap affects your car's paint and finish, and find alternative 
solutions for a sparkling clean vehicle.","262","1541","","","Dish Soap Dilemma: Is Washing Your Car with Dish Soap a Good Idea?","66","","0","","","","","","https://squeegeedetail.com/squeegee-car-detailing-blogs/dish-soap-dilemma-is-washing-your-car-with-dishsoap-a-good-idea","","","","","","","","","","","","","","","","","2","1","","6","4","0","5.970","85","33","0","7","7","0","","","","","","","","","","","en-US","1.1","","https://squeegeedetail.com/squeegee-car-detailing-blogs/dish-soap-dilemma-is-washing-your-car-with-dishsoap-a-good-idea","2025-05-30 15:58:30"
"https://squeegeedetail.com/squeegee-car-detailing-blogs/mastering-the-art-of-wheel-cleaning-6-steps-to-achieve-a-proper-shine","text/html;charset=utf-8","200","OK","","","Art of Wheel Cleaning | Car Detailing Portland — Squeegee","57","520","Discover the secrets to achieving a stunning shine on your wheels with our 
6-step guide. Master the art of wheel cleaning today!","130","784","","","Mastering the Art of Wheel Cleaning: 6 Steps to Achieve a Proper Shine.","71","","0","","","","","","https://squeegeedetail.com/squeegee-car-detailing-blogs/mastering-the-art-of-wheel-cleaning-6-steps-to-achieve-a-proper-shine","","","","","","","","","","","","","","","","","2","1","","6","4","0","5.970","86","34","0","6","6","0","","","","","","","","","","","en-US","1.1","","https://squeegeedetail.com/squeegee-car-detailing-blogs/mastering-the-art-of-wheel-cleaning-6-steps-to-achieve-a-proper-shine","2025-05-30 15:58:31"
"https://squeegeedetail.com/squeegee-car-detailing-blogs/caring-for-your-cars-paint-avoiding-damage-and-preserving-its-pristine-shine","text/html;charset=utf-8","200","OK","","","Caring for Your Car's Paint: Avoiding Damage and Preserving Its Pristine Shine — Squeegee","89","812","Caring for Your Car's Paint","27","164","","","Caring for Your Car's Paint: Avoiding Damage and Preserving Its Pristine Shine","78","","0","","","","","","https://squeegeedetail.com/squeegee-car-detailing-blogs/caring-for-your-cars-paint-avoiding-damage-and-preserving-its-pristine-shine","","","","","","","","","","","","","","","","","2","1","","6","4","0","5.970","85","33","0","6","6","0","","","","","","","","","","","en-US","1.1","","https://squeegeedetail.com/squeegee-car-detailing-blogs/caring-for-your-cars-paint-avoiding-damage-and-preserving-its-pristine-shine","2025-05-30 15:58:31"
"https://squeegeedetail.com/squeegee-car-detailing-blogs/the-real-effects-of-car-wax","text/html;charset=utf-8","200","OK","","","The Real Effects of Car Wax | Car Detailing Portland — Squeegee","63","575","Discover the real impact of car wax on your car's paint. Whether you're a 
car detailing enthusiast in Portland or considering professional paint 
correction, understanding the nuances of car wax can help you make informed 
decisions about your car's maintenance.","266","1607","","","The Real Effects of Car Wax.","28","Car Wash Real Effects","21","","","","","","https://squeegeedetail.com/squeegee-car-detailing-blogs/the-real-effects-of-car-wax","","","","","","","","","","","","","","","","","2","1","","6","4","0","5.970","85","33","0","7","7","0","","","","","","","","","","","en-US","1.1","","https://squeegeedetail.com/squeegee-car-detailing-blogs/the-real-effects-of-car-wax","2025-05-30 15:58:31"
